the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.111914554346 29.963387808083),1155235,MCDONALD'S  SCOTT MANAGEMENT,3443 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SCOTT MANAGEMENT TEAM, INC",3667587.73671,534237.282949
POINT (-90.020753540565 29.959013275785),1154743,CAFE DAUPHINE,5229 DAUPHINE ST,,NEW ORLEANS,LA,70117,504-430-8158,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE DAUPHINE, LLC.",3696470.14819,532965.711108
POINT (-90.076989294557 29.951922709288),1155140,L & B CORPORATION OF NEW ORLEANS (BASKIN ROBINS),5961 BULLARD RD,STE 3,NEW ORLEANS,LA,70128,504-246-7035,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"L & B CORPORATION OF NEW ORLEANS, INC.",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),1154824,CHINESE TEA GARDEN,5226-28 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LAGRAIZE & LIN LLC,3678691.8167,530187.70942
POINT (-90.078504334393 29.968093610352),1154932,DOOKY CHASE RESTURANT,2301 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DOOKY CHASE INC,3678147.65941,536062.796423
POINT (-90.024483928493 30.024986722693),1155528,SHAYTIGGS,7190 DOWNMAN RD,,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SHAYTIGGS LLC,3695014.91939,556942.596762
POINT (-90.051124302696 29.952144200454),1155718,TOUT DE SUITE CAFE,347 VERRET ST,,NEW ORLEANS,LA,70114,504-975-8327,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TDS CAFE LLC,3686881.45263,530358.980354
POINT (-90.100092265182 29.920791984013),1155150,LA PETITE GROCERY,4238 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-827-2401,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LA PETITE GROCERY LLC,3671497.73524,518787.949943
POINT (-90.083995007809 29.980296707564),1155332,NONNA MIA CAFE & PIZZERIA,3125 ESPLANADE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WOOLF INVESTMENTS LLC,3676360.85077,540481.313675
POINT (-90.063952406511 29.957228836689),1155412,PJ'S COFFEE,630 CHARTRES ST,,NEW ORLEANS,LA,70130,504-835-8247,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JACKSON SQUARE BREW LLC,3682798.76968,532162.711107
POINT (-90.069417929215 29.956288057459),1155189,LOUISIANA CATERING COMPANY BAR AND BISTRO,301 DAUPHINE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LOUISIANA CATERING COMPANY BAR AND BISTRO LLC,3681071.89531,531801.477827
POINT (-90.062914393979 29.956427536046),1155661,THE JAXSON ON THE RIVER,620 DECATUR ST,SUITE 2B,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAXSON GROUP NOLA LLC,3683130.68514,531874.971523
POINT (-90.057801171846 29.962795487197),1155215,MAISON DE LA MUSIQUE,508 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SHORELEAVE LLC,3684724.01282,534208.579333
POINT (-90.13430794118 29.942620538359),1155293,MR CHILLS FIRST CLASS HOT DOGS,575 S CARROLLTON AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MR CHILLS FIRST CLASS HOT DOGS & SWEETS PASTRIES,L",3660576.33344,526610.607358
POINT (-90.066265825827 29.943192763607),1155550,SPRINGHILL SUITES BY MARRIOTT-[REST],301 ST JOSEPH ST,STE:A,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPRINGHILL SMC LLC,3682122.67036,527050.575294
POINT (-90.069110187622 29.953513897646),1155787,WILLIE'S CHICKEN SHACK,707 CANAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WILLIE'S 707 CANAL LLC,3681180.47221,530793.76621
POINT (-90.076989294557 29.951922709288),1154663,BAYOU BISTRO,3340 BIENVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BAYOU BISTRO LOUISIANA CUISINE,LLC",3678691.8167,530187.70942
POINT (-90.104840081968 29.93502995738),1155515,SARITA'S GRILL,4520 FRERET ST,,NEW ORLEANS,LA,70115,504-717-7213,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BARON RESTAURANT GROUP LLC,3669938.28442,523949.24454
POINT (-90.060510635556 29.959172962573),1155227,MARKET CAFE,1000 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BON JOUR CAFE INC,3683880.74709,532881.756228
POINT (-90.057689902696 29.963846185475),1154607,ADOLFO'S,611 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-840-9857,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ADOLFO'S RESTAURANT, INC",3684754.99036,534591.044101
POINT (-90.074991157744 29.953550921348),1155256,MERIBO PIZZA,234 LOYOLA AVE,STALL 5,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MERIBO PIZZA,3679318.05544,530786.730434
POINT (-90.068672141742 29.953549124641),1155594,SUBWAY 31253,112 ROYAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RANDAL 31253 CORPORATION,3681319.04252,530808.106562
POINT (-90.099531834597 29.976104940912),1154710,BROWN BUTTER SOUTHERN KITCHEN & BAR,231 N CARROLLTON AVE,C,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BROWN BUTTER SOCIETY,LLC",3671458.68084,538903.72865
POINT (-90.065899120552 29.941959125006),1155792,WORLD FAMOUS CORPORATION BAR AND GRILL,931 S PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WORLD FAMOUS CORPORATION BAR AND GRILL,INC",3682243.76508,526603.263998
POINT (-90.076989294557 29.951922709288),1154640,AVENUE CAFE,1907 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OFFSIDE LLC,3678691.8167,530187.70942
POINT (-90.057628258242 29.96325459788),1154976,FAVELA CHIC,525 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FAVELA CHIC LLC,3684776.90357,534376.138501
POINT (-90.076989294557 29.951922709288),1154612,ALI BABA RESTAURANT,732 SAINT PETER ST,,NEW ORLEANS,LA,70116-3119,504-412-8111,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),LUISA ZETON,3678691.8167,530187.70942
POINT (-90.074991157744 29.953550921348),1155000,FRENCHEEZE AT THE PYTHIAN,234 LOYOLA AVE,SPC 16,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),FRENCHEEZE AT THE PYTHIAN,3679318.05544,530786.730434
POINT (-89.955121661714 30.04088172004),1155208,MAD CHEF @ 59TH,5941 BULLARD AVE,STE #7,NEW ORLEANS,LA,70129,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAD CHEF,LLC",3716893.75308,562979.956192
POINT (-90.066885889211 29.9571377448),1155741,VIEUX CARRE PIZZA EXPRESS,504 BOURBON ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BOURBON PIZZA LLC,3681870.2541,532119.308163
POINT (-90.076774154073 30.020263552213),1155797,YUMMY SUSHI & HIBACHI,6100 HAMBURG ST,,NEW ORLEANS,LA,70122,504-232-1384,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LI'S RESTAURANT, LLC",3678487.41717,555039.831961
POINT (-90.097845718714 29.921253553756),1155092,IZZO'S ILLEGAL BURRITO,4041 MAGAZINE ST,STE A,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ROLL IT GOOD MAGAZINE, LLC",3672207.55239,518963.459703
POINT (-90.076989294557 29.951922709288),1155319,NEW YORK PIZZA,4416-18 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-6696,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PEPPERS RESTAURANT LLC,3678691.8167,530187.70942
POINT (-90.012349692677 29.920726751194),1154712,BUFFALO WILD WINGS,4150 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70131,504-304-6647,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOLA WINGS ALGIERS, LLC",3699291.65501,519074.007799
POINT (-90.121412084737 29.922034062861),1155395,PICNIC PROVISIONS & WHISKEY,741 STATE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PICNIC PALS, LLC",3664739.58183,519167.559159
POINT (-90.057344441973 29.979819073622),1155146,LA FOGATA GRILL RESTAURANT,2201 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70119,504-312-3121,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LA FOGATA GRILL RESTAURANT, LLC",3684799.69173,540400.599051
POINT (-90.016247679841 29.92275103987),1154911,DIMARTINO'S FAMOUS N O MUFFULETTAS,3900 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-367-0227,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ITALIAN SPECIALTIES, INC",3698048.45827,519795.892856
POINT (-90.065487503862 29.952773271446),1155506,SAINT LAWRENCE,219 N PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MIGHTY MISSISSIPPI, LLC",3682330.61122,530537.122178
POINT (-90.10282504247 29.93691888552),1155040,GREEN TO GO,2633 NAPOLEON AVE,,NEW ORLEANS,LA,70115,504-460-3160,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GREEN TO GO, LLC",3670569.11079,524642.976764
POINT (-90.074448145446 29.927166306018),1155726,TURKEY AND THE WOLF,739 JACKSON AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TURKEY AND THE WOLF LLC,3679595.41531,521194.215993
POINT (-90.130387177818 29.942264602526),1154817,CHILL OUT JUICE & FOOD BAR,729 BURDETTE ST,,NEW ORLEANS,LA,70118,504-606-7765,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BO CHEN,3661819.38419,526494.189822
POINT (-90.036912739556 29.965692818074),1155544,SODEXO AT KIPP SFA,3820 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-343-2231,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KIPP SFA,3691325.99593,535336.381382
POINT (-90.065320633093 29.954219429101),1154967,EVANGELINE,329 DECATUR ST,,NEW ORLEANS,LA,70130,985-778-8875,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ACADIA RESTAURANT SERVICE, INC",3682377.63375,531063.582786
POINT (-90.062764533542 29.94853775976),1155441,RAISING CANES #135,1 POYDRAS ST,#242,NEW ORLEANS,LA,70130,972-769-3100,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RAISING CANES RESTAURANT,3683209.95157,529006.487168
POINT (-90.066102056126 29.950853045913),1155795,WOW CAFE & WINGERY,300 CANAL ST,SUITE R,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAGNOLIA HOSPITALITY,LLC",3682143.72834,529836.705729
POINT (-90.085398282933 29.94441172108),1155508,SAINTS RESTAURANT & BAR,2600 MARTIN LUTHER KING JR BLVD,,NEW ORLEANS,LA,70113,504-638-3049,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"2600 MLK, LLC",3676058.72661,527427.337151
POINT (-90.087861167138 29.923274124403),1155651,THE DAILY BEET,3300 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JUICE NEW ORLEANS LLC,3675362.30453,519732.451
POINT (-90.05898660557 30.002378805002),1155351,ORIGINAL NEW ORLEANS SNO-BALL,4313 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,985-847-1081,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ORIGINAL NEW ORLEANS SNO-BALL, L.L.C.",3684188.58524,548598.396755
POINT (-89.955568519616 30.04156779144),1154984,FIRE FOOD & SPIRITS,5951 BULLARD AVE,,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FIRE FOOD & SPIRITS,LLC",3716749.37682,563227.737184
POINT (-90.059239608049 29.96054343092),1155697,THE TAHYO TAVERN,1140 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE TAHYO TAVERN,LLC",3684277.66601,533384.581636
POINT (-90.103187605667 29.940686484168),1155307,"NAPOLEON AVE, LLC",3001 NAPOLEON AVE,SUITE A,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GREEN TEA,3670439.57364,526011.782654
POINT (-90.104030310257 29.92921441228),1154792,CHARLIES STEAK HOUSE,4510 DRYADES ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DRYADES ENTERTAINMENT LLC,3670217.44314,521837.24825
POINT (-90.107153316449 29.935042066517),1155667,THE MIDWAY ON FRERET ST.,4725 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NWDC, LLC",3669205.5899,523945.800508
POINT (-90.113140304028 29.946338192805),1155408,PIZZA HUT #30965,6223 S CLAIBORNE AVE,STE B,NEW ORLEANS,LA,70125,601-445-9710,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),HORIZON RIVER RESTAURANTS-30965,3667265.64916,528033.254591
POINT (-90.063091997607 29.958430732245),1155303,MURIEL'S,801 CHARTRES ST,,NEW ORLEANS,LA,70116,415-227-2000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MURIEL'S NEW ORLEANS LLC,3683066.37173,532602.783684
POINT (-90.037344506527 30.00297348625),1155764,WE DATS NEW ORLEANS OWN CHICKEN & SHRIMP,4500 OLD GENTILLY RD,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DAT CHICKEN,LLC",3691035.95836,548891.472787
POINT (-90.076989294557 29.951922709288),1155503,SABA,5757 MAGAZINE ST,STE:A,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PH HENRY LLC,3678691.8167,530187.70942
POINT (-90.096537176728 29.964304422442),1155100,JAIDYN'S WING STOP,3216 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAIDYN'S LLC,3672453.07502,534622.826566
POINT (-90.065513625191 29.951361285205),1155288,MORTON'S OF CHICAGO/N O LLC,365 CANAL ST,200,NEW ORLEANS,LA,70130,312-923-0030,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MORTON'S OF CHICAGO/ N O LLC,3682328.02095,530023.581121
POINT (-90.069189093181 29.954542172754),1154699,BOURBON HOUSE,144 BOURBON ST,,NEW ORLEANS,LA,70130,504-274-1808,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BRASSERIE, LLC",3681151.36066,531167.409026
POINT (-90.104150054883 29.935642012469),1154671,BEARCAT CAFE,2521 JENA ST,STE A,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BEARCAT FRERET LLC,3670154.44212,524174.1543
POINT (-90.076741222387 30.020815816198),1155371,PAPA JOHN'S #4093,1522 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),PJ OPS LOUISIANA LLC,3678495.63611,555240.771929
POINT (-90.113142344994 29.959805141267),1155781,WHO DAT WINGS AND MORE # 2,7838 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WHO DAT WINGS AND MORE # 2,3667212.85434,532930.344964
POINT (-90.013865969685 29.920105124819),1154623,APPLEBEE'S #9077,4005 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SOUTHERN RIVER RESTAURAN,3698813.95876,518842.429815
POINT (-90.048321395232 29.974413132858),1155780,WHO DAT WINGS & MORE,1611 FRANKLIN AVE,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RASHID CHECKEN LLC,3687678.21852,538466.719625
POINT (-90.092802370636 29.921976414053),1155178,LILETTE,3637 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-522-4056,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HARRIS CUISINE LLC,3673802.2539,519243.578103
POINT (-90.076989294557 29.951922709288),1155345,OPEN HANDS,3328 LA SALLE STREET,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"OPEN HANDS,LLC",3678691.8167,530187.70942
POINT (-90.10684550645 29.974314104463),1155757,WAKIN BAKIN,4408 BANKS ST,,NEW ORLEANS,LA,70119,504-252-0343,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CONRAD CHURA, ZACHARY PIZZECK",3669150.22049,538227.652681
POINT (-90.066144956791 29.96279578616),1155250,MEAUXBAR,942 N RAMPART ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MEAUXBAR HOLDINGS ,LLC",3682082.11516,534179.374981
POINT (-90.130057348453 29.942173449022),1154779,CATALINO'S,7724 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CATALINO'S LLC,3661924.18874,526462.139774
POINT (-90.067697882024 29.971130081104),1154764,CAJUN SEAFOOD # 3,1479 N CLAIBORNE AVE,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),C & H SEAFOOD LLC,3681556.9366,537204.60148
POINT (-90.110870657379 29.935270752835),1155564,STARBUCKS COFFEE #49513,5335 FRERET ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STARBUCKS CORPORATION,3668027.34708,524016.379004
POINT (-90.114313356062 29.916068439134),1155232,MC ALISTER'S DELI,5300 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-598-1930,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW ORLEANS DELI & DININLLC,3667011.26394,517022.092213
POINT (-90.097690308937 29.940568852228),1154814,CHICKEN AND WATERMELON,3400 S CLAIBORNE AVE,STE:C,NEW ORLEANS,LA,70125,504-554-0914,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RONN WOODS,3672181.03835,525987.740285
POINT (-90.065729264635 29.948295370012),1155052,HARRAH'S POYDRAS HOTEL RESTAURANT & BAR,228 POYDRAS ST,,NEW ORLEANS,LA,70130,504-533-6000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JCC FULTON DEVELOPMENT L.L.C.,3682272.06844,528907.947328
POINT (-90.113301403058 29.962296130525),1155267,MIKIMOTO JAPANESE RESTAURANT,3301 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-488-1881,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHAN'S INC,3667152.84545,533835.628549
POINT (-90.076989294557 29.951922709288),1154962,ENGLISH TURN CLUB HOLDING,1 CLUBHOUSE DR,,NEW ORLEANS,LA,70131,504-392-2200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ENGLISH TURN CLUB HOLDING, LLC",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),1154888,DAISY DUKES CAFE,308 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DD CAFE LLC,3678691.8167,530187.70942
POINT (-90.066644922915 29.95664975245),1154759,CAFE'  SOULE',720 ST LOUIS ST,,NEW ORLEANS,LA,70130,504-669-6199,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BDO  LLC,3681948.51714,531942.699651
POINT (-90.076989294557 29.951922709288),1154631,ARTISAN CAFE,2514 SAINT CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ARTISAN CAFE,LLC",3678691.8167,530187.70942
POINT (-90.027806537474 30.032484439124),1155522,SEA-Q,5750 HAYNE BLVD,,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SEA-Q SEAFOOD VS BARBEQUE LLC.,3693932.47549,559657.066909
POINT (-90.076645330595 29.948985563248),1154965,ESPRESSO EXPRESS II,639 LOYOLA AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ELSENSOHN SERVICES LLC,3678812.45179,529120.849216
POINT (-90.10663866674 29.974616488242),1155720,TRILLY CHEESESTEAKS,4413 BANKS ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TRILLY CHEESESTEAKS,LLC",3669214.52769,538338.312329
POINT (-90.082706506995 29.926252649772),1154825,CHIPOTLE MEXICAN GRILL,2801 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CHIPOTLE MEXICAN GRILL OF COLORADO, LLC",3676983.25518,520833.333881
POINT (-90.076317935232 29.938367857807),1155071,HOSHUN RESTAURANT,1601 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TIGER HO LLC,3678958.48578,525261.001277
POINT (-90.070033208846 29.951946172854),1155635,TELA FOOD CO/ RICK'S GRILLE,201 ST CHARLES AVE,,NEW ORLEANS,LA,70170-0002,504-595-8887,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TELA FOOD CO/           RICK'S GRILLE,3680894.4733,530220.460225
POINT (-90.059725621492 29.961903957193),1155165,LE RICHELIEU CORP,1234 CHARTRES ST,A,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LE RICHELIEU CORP       FRANK ROCHEFORT,3684118.27682,533877.608325
POINT (-90.059868506291 29.96016798154),1154856,COOP'S PLACE,1109 DECATUR ST,,NEW ORLEANS,LA,70116,504-525-9053,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JCOOP INC,3684080.05084,533245.840644
POINT (-90.110329331671 29.981336791496),1155665,THE KITCHEN,5055 CANAL ST,,NEW ORLEANS,LA,70119-5834,504-488-4889,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THR HERB IMPORT CO,INC",3668020.0009,540769.589003
POINT (-90.021708529497 30.014775030981),1155193,LOUISIANA PRIDE SEAFOOD,4418 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-248-7522,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SOUL'S SEAFOOD LLC,3695935.65078,553239.273495
POINT (-90.065389327135 29.953744349561),1154747,CAFE ENVIE,308 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ENVIE 308 LLC,3682357.7926,530890.585986
POINT (-90.070033208846 29.951946172854),1155644,THE BOP,201 ST CHARLES AVE,,NEW ORLEANS,LA,70170,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),C1 MANAGEMENT INC,3680894.4733,530220.460225
POINT (-90.088304417458 29.960551950223),1154641,AVERYS PO BOYS,2510 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AVERY'S PO BOYS,LLC",3675074.61179,533286.515396
POINT (-90.072017184997 29.96375450323),1154805,CHEF D'Z CAFE,1535 BASIN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHEF D'Z CAFE ON THE AVE LLC,3680218.95042,534507.485381
POINT (-90.067509410784 29.946400995644),1155200,LUCY'S RETIRED SURFERS BAR,701 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),T-STREET LLC,3681715.94792,528212.851904
POINT (-90.069758094603 29.951987855877),1155529,SHELL SQUARE SUBWAY,204 ST CHARLES AVE,,NEW ORLEANS,LA,70130-2903,504-524-5008,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SHELL SQUARE SUBWAY INC,3680981.42549,530236.578177
POINT (-90.067878336427 29.948748763035),1155041,GREEN TO GO,400 POYDRAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GREEN TO GO, LLC",3681589.68706,529065.294848
POINT (-90.06954853503 29.95238445141),1154867,COURTYARD BY MARRIOTT,124 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COURTYARD MANAGEMENT COR,3681046.1949,530381.527042
POINT (-90.069924394499 29.949680082451),1155543,SODEXO  -  PAN AMERICAN,601 POYDRAS ST,,NEW ORLEANS,LA,70130,716-633-2222,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SODEXO OPERATIONS LLC,3680938.01679,529396.806657
POINT (-90.113792457879 29.960096560177),1154634,ASUKA SUSHI & HIBACHI,7912 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GARYWEI FOOD SERVICE LLC,3667005.87399,533034.124676
POINT (-90.063233957185 29.956002452179),1155793,WORLD FAMOUS GUMBO YA YA RESTAURANT,600 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CCRC 600 DECATUR LLC,3683031.20853,531719.273731
POINT (-90.057929490189 29.964286868696),1154757,CAFE ROSE NICAUD,632 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-948-6823,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PROJECT RENAISSANCE LLC,3684677.34658,534750.448326
POINT (-90.070745122632 29.953095919872),1154926,DOMINO'S PIZZA #5225,135 CARONDELET ST,,NEW ORLEANS,LA,70130,504-525-3663,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3680664.42837,530636.065794
POINT (-90.075488832888 29.949935750897),1155096,J-K SANDWICH,1100 POYDRAS ST,120,NEW ORLEANS,LA,70163,504-582-2433,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THONG, XYPAY",3679174.89243,529470.390785
POINT (-90.130591849339 29.942614380468),1155101,JAMILA'S CAFE,7808 MAPLE ST,,NEW ORLEANS,LA,70118,504-866-4366,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAMILA'S INC,3661753.23027,526620.702014
POINT (-90.070577682815 30.027621440845),1154802,CHARTWELLS DINING SERVICES,6658 FOUNDERS RD,105,NEW ORLEANS,LA,70148,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COMPASS GROUP USA, INC",3680418.79432,557737.015067
